Excel,Tableau,R,Illustrator,D3,ggplot2,Python,PowerBI,Flourish,Datawrapper,Unnamed: 0,ID,inspir,doc_id,type,ToolsForDV_,ToolsForDV_PowerPoint,ToolsForDV_PenPaper,ToolsForDV_Other__,count,inspirID
0,1,0,0,0,0,0,0,0,0,506,694,Giorgia Lupi,1483,Person,1,,,,46,20
1,0,1,1,1,1,1,0,1,1,507,695,Nature,1821,Magazine,12,,Pen & paper,,10,38
0,1,0,0,0,0,0,0,0,0,508,701,Kevin And Ken Flerlage,1669,Person,2,PowerPoint,,,22,26
1,1,1,0,0,0,0,0,0,0,509,710,Stephen Few,2037,Person,5,PowerPoint,,,19,32
1,1,1,0,0,0,0,0,0,0,510,710,Alberto Cairo,2038,Person,5,PowerPoint,,,86,2
1,0,0,0,0,0,0,0,0,0,511,711,Stephanie Evergreen,187,Person,3,PowerPoint,,,59,4
1,1,0,0,0,0,0,0,0,0,512,712,Linkedin,1731,Social Network,4,PowerPoint,,,9,35
1,1,0,0,0,0,0,0,0,0,513,712,Stephanie Evergreen,1730,Person,4,PowerPoint,,,59,4
0,1,1,1,0,0,0,0,0,0,514,715,Flowingwithdata (Nathan Yau),1427,Blog,5,PowerPoint,Pen & paper,,39,8
0,1,1,1,0,0,0,0,0,0,515,715,Datavis Society,1428,Organisation,5,PowerPoint,Pen & paper,,35,45
0,1,1,1,0,0,0,0,0,0,516,715,Wall Street Journal,1425,Magazine,5,PowerPoint,Pen & paper,,5,40
0,1,1,1,0,0,0,0,0,0,517,715,Slack,1428,Social Network,5,PowerPoint,Pen & paper,,11,46
0,1,1,1,0,0,0,0,0,0,518,715,NYT,1426,Magazine,5,PowerPoint,Pen & paper,,38,7
0,1,1,1,0,0,0,0,0,0,519,715,Economist,1424,Magazine,5,PowerPoint,Pen & paper,,14,54
0,1,0,0,0,0,0,0,0,0,520,722,Jessica Hullman,1233,Person,4,,,javascript/typescript w/o framework,6,60
0,1,0,0,0,0,0,0,0,0,521,722,Tamara Munzner,1231,Person,4,,,javascript/typescript w/o framework,8,33
1,1,0,0,0,0,0,0,0,0,522,724,Economist,690,Magazine,3,PowerPoint,,,14,54
1,1,0,0,0,0,0,0,0,0,523,724,Ann K. Emery,691,Person,3,PowerPoint,,,20,5
1,0,0,0,0,0,0,0,0,0,524,729,Ann K. Emery,1048,Person,1,,,,20,5
1,0,0,0,0,0,0,0,0,0,525,729,Stephanie Evergreen,1047,Person,1,,,,59,4
1,0,0,0,0,0,0,0,0,0,526,729,Ann Emery,1048,Person,1,,,,4,47
1,0,0,0,0,0,0,0,0,0,527,733,Stephanie Evergreen,1555,Person,3,PowerPoint,,,59,4
1,0,0,0,1,1,0,0,0,0,528,734,Amelia Wattenberger,858,Person,5,,,,19,21
1,1,1,1,0,1,0,0,0,0,529,738,Cedric Scherer,338,Person,7,PowerPoint,,Infogram,18,30
1,0,0,1,0,0,0,0,1,1,530,742,Alberto Cairo,1046,Person,5,,,,86,2
1,1,1,0,0,1,0,0,0,0,531,745,Stephanie Evergreen,1596,Person,6,PowerPoint,,,59,4
1,1,1,0,0,1,1,1,0,0,532,747,Stephanie Evergreen,59,Person,11,PowerPoint,Pen & paper,,59,4
1,1,0,1,1,0,1,0,0,0,533,750,Gurman Bhatia,1042,Person,9,,Pen & paper,,5,39
1,1,0,1,1,0,1,0,0,0,534,750,Moritz Stefaner,1044,Person,9,,Pen & paper,,21,34
1,1,0,1,1,0,1,0,0,0,535,750,Nadieh Bremer,1045,Person,9,,Pen & paper,,73,11
1,0,0,0,0,0,0,1,0,0,536,751,Ann K. Emery,2043,Person,4,PowerPoint,Pen & paper,,20,5
1,0,0,0,0,0,0,1,0,0,537,751,Stephanie Evergreen,2042,Person,4,PowerPoint,Pen & paper,,59,4
0,1,1,0,0,1,0,1,0,0,538,761,Alberto Cairo,186,Person,7,,,,86,2
1,1,0,0,0,0,0,1,0,0,539,762,Jeffrey Shaffer,683,Person,6,PowerPoint,Pen & paper,RAWgraphs,7,24
1,1,0,0,0,0,0,1,0,0,540,762,Amy Cesal,687,Person,6,PowerPoint,Pen & paper,RAWgraphs,8,1
1,1,0,0,0,0,0,1,0,0,541,762,Alli Torban,685,Person,6,PowerPoint,Pen & paper,RAWgraphs,18,62
1,1,0,0,0,0,0,1,0,0,542,762,Alberto Cairo,681,Person,6,PowerPoint,Pen & paper,RAWgraphs,86,2
1,1,0,0,0,0,0,1,0,0,543,762,Steve Wexler,682,Person,6,PowerPoint,Pen & paper,RAWgraphs,30,18
1,1,0,0,0,0,0,1,0,0,544,762,Duncan Geere,686,Person,6,PowerPoint,Pen & paper,RAWgraphs,4,64
1,0,0,0,0,0,0,0,0,0,545,763,Ann Emery,1878,Person,3,PowerPoint,,Microsoft Word,4,47
1,0,0,0,0,0,0,0,0,0,546,763,Ann K. Emery,1878,Person,3,PowerPoint,,Microsoft Word,20,5
1,0,0,0,0,0,0,0,0,0,547,763,Stephanie Evergreen,1879,Person,3,PowerPoint,,Microsoft Word,59,4
1,0,0,0,0,0,0,1,0,0,548,767,Stephanie Evergreen,1421,Person,4,PowerPoint,,"Learning R, Use RAW Charts",59,4
1,0,0,0,0,0,0,1,0,0,549,767,Storytelling With Data (Cole Knaflic),1420,Blog,4,PowerPoint,,"Learning R, Use RAW Charts",78,15
1,0,0,0,0,0,0,1,0,0,550,767,Johnathan Schwabish,1422,Person,4,PowerPoint,,"Learning R, Use RAW Charts",20,17
1,0,0,0,0,0,0,1,0,0,551,767,Alberto Cairo,1423,Person,4,PowerPoint,,"Learning R, Use RAW Charts",86,2
1,1,0,0,0,0,0,0,0,0,552,768,Alberto Cairo,1167,Person,3,,,SAS,86,2
1,1,0,0,0,0,0,0,0,0,553,768,Nadieh Bremer,1169,Person,3,,,SAS,73,11
1,1,0,0,0,0,0,0,0,0,554,768,Lisa Charlotte Muth,1168,Person,3,,,SAS,20,23
0,0,1,0,1,0,1,0,0,0,555,770,Tamara Munzner,1877,Person,5,PowerPoint,,,8,33
0,1,0,0,0,0,0,0,0,0,556,772,Zach Bowders,1595,Person,3,PowerPoint,,,2,79
0,1,0,0,0,0,0,0,0,0,557,772,Judit Bekker,1593,Person,3,PowerPoint,,,4,78
0,0,1,1,0,0,0,0,1,0,558,776,Alberto Cairo,1910,Person,4,,,,86,2
0,0,1,1,0,0,0,0,1,0,559,776,Mona Chalabi,1911,Person,4,,,,17,16
0,1,0,1,0,0,0,0,0,1,560,777,Alberto Cairo,1753,Person,5,,Pen & paper,RAWGraphs,86,2
0,1,0,1,0,0,0,0,0,1,561,777,Nadieh Bremer,1760,Person,5,,Pen & paper,RAWGraphs,73,11
1,1,1,0,0,1,1,0,0,0,562,782,Edward Tufte,857,Person,8,,,,49,13
1,1,1,0,0,1,1,0,0,0,563,782,Financial Times,857,Magazine,8,,,,56,14
0,0,0,0,1,0,1,0,1,0,564,783,Pudding,848,Magazine,6,,,,24,42
0,0,0,0,1,0,0,0,0,0,565,787,Cedric Scherer,471,Person,2,,,,18,30
0,0,0,0,1,0,0,0,0,0,566,787,Shirley Wu,467,Person,2,,,,49,12
0,0,0,0,1,0,0,0,0,0,567,787,Nadieh Bremer,468,Person,2,,,,73,11
1,0,1,0,0,1,0,1,0,0,568,789,#Tidytuesday,781,Community,6,,,,9,51
1,0,1,0,0,1,0,1,0,0,569,789,Cedric Scherer,783,Person,6,,,,18,30
1,0,1,0,0,1,0,1,0,0,570,789,Thomas Lin Pedersen,784,Person,6,,,,5,72
0,0,0,0,1,0,0,0,0,0,571,791,Amelia Wattenberger,547,Person,2,,,,19,21
0,0,0,0,1,0,0,0,0,0,572,791,Shirley Wu,547,Person,2,,,,49,12
1,0,0,0,0,0,0,1,0,0,573,793,Flowingwithdata (Nathan Yau),1418,Blog,2,,,,39,8
1,0,0,0,0,0,0,1,0,0,574,794,Stephanie Evergreen,1346,Person,6,PowerPoint,,Lucid Charts,59,4
1,1,0,0,0,0,0,0,0,0,575,798,#Datafam,1413,Community,3,PowerPoint,,,13,6
1,1,0,0,0,0,0,0,0,0,576,799,Ann K. Emery,1163,Person,4,PowerPoint,,,20,5
1,1,0,0,0,0,0,0,0,0,577,799,Stephanie Evergreen,1164,Person,4,PowerPoint,,,59,4
1,1,0,0,0,0,0,0,0,0,578,802,Flowingwithdata (Nathan Yau),779,Blog,3,PowerPoint,,,39,8
1,0,0,0,0,0,0,1,0,0,580,806,Ann K. Emery,1412,Person,3,PowerPoint,,,20,5
0,0,1,0,0,0,0,0,0,0,581,809,Datavis Society,1784,Organisation,2,,,,35,45
1,0,1,0,0,0,0,1,0,0,582,810,Stephanie Evergreen,1410,Person,4,PowerPoint,,,59,4
1,0,1,0,0,0,0,1,0,0,583,810,Ann K. Emery,1411,Person,4,PowerPoint,,,20,5
1,1,0,1,0,0,0,1,0,0,584,811,Datavis Society,1666,Organisation,5,PowerPoint,,,35,45
1,1,0,1,0,0,0,1,0,0,585,811,Storytelling With Data (Cole Knaflic),1667,Blog,5,PowerPoint,,,78,15
1,0,0,0,0,0,0,1,0,0,586,812,Financial Times,1230,Magazine,4,PowerPoint,,,56,14
0,0,0,0,0,0,0,1,0,0,587,813,Storytelling With Data (Cole Knaflic),205,Blog,1,,,,78,15
0,0,0,1,0,1,0,0,1,0,588,815,Flowingwithdata (Nathan Yau),546,Blog,6,,Pen & paper,"Figma, Photoshop",39,8
0,0,0,0,0,0,0,1,0,0,589,816,Stephanie Evergreen,680,Person,2,,,,59,4
0,1,0,1,0,0,0,0,1,1,590,819,Alberto Cairo,1592,Person,7,,,Infogram,86,2
1,1,0,0,0,0,0,0,0,0,591,820,Stephanie Evergreen,1553,Person,5,PowerPoint,Pen & paper,,59,4
1,1,0,0,0,0,0,0,0,0,592,820,Storytelling With Data (Cole Knaflic),1554,Blog,5,PowerPoint,Pen & paper,,78,15
1,0,0,0,0,0,0,1,0,0,593,824,Economist,1665,Magazine,4,PowerPoint,Pen & paper,,14,54
1,0,0,0,0,0,0,1,0,0,594,824,Andy Kirk,1664,Person,4,PowerPoint,Pen & paper,,33,43
0,1,0,0,0,0,0,0,0,0,595,826,Andy Cotgreave,1103,Person,1,,,,13,27
1,1,0,0,0,0,0,0,0,0,596,832,Storytelling With Data (Cole Knaflic),933,Blog,3,,,Prezi for Infographics,78,15
1,1,1,0,0,1,1,0,0,0,597,841,Kevin And Ken Flerlage,1041,Person,6,PowerPoint,,,22,26
1,1,1,0,0,1,1,0,0,0,599,841,Storytelling With Data (Cole Knaflic),1039,Blog,6,PowerPoint,,,78,15
1,0,0,0,0,0,0,1,0,0,600,844,Slack,2041,Social Network,3,,,,11,46
0,0,1,0,1,0,1,0,1,1,601,847,Jane Zhang,1226,Person,7,,,,4,65
0,0,1,0,1,0,1,0,1,1,602,847,NYT,1228,Magazine,7,,,,38,7
0,0,1,0,1,0,1,0,1,1,603,847,Pudding,1227,Magazine,7,,,,24,42
0,0,1,0,1,0,1,0,1,1,604,847,Washington Post,1229,Magazine,7,,,,11,9
1,1,0,0,0,0,0,0,0,0,605,851,Tableau Public,1591,Community,4,PowerPoint,Pen & paper,,41,10
1,1,0,0,0,0,0,0,0,0,606,851,Stephanie Evergreen,1589,Person,4,PowerPoint,Pen & paper,,59,4
0,0,1,1,1,1,0,0,0,0,607,852,Alberto Cairo,1856,Person,8,,,,86,2
1,1,0,0,0,0,0,0,0,0,608,853,Twitter,1663,Social Network,2,,,,38,28
1,1,0,0,0,0,0,0,0,0,609,853,Tableau Public,1662,Community,2,,,,41,10
0,1,0,0,0,0,0,0,0,0,610,855,Andy Cotgreave,1645,Person,2,,Pen & paper,,13,27
0,1,0,0,0,0,0,0,0,0,611,855,Andy Kirk,1641,Person,2,,Pen & paper,,33,43
0,1,0,0,0,0,0,0,0,0,612,855,Johnathan Schwabish,1642,Person,2,,Pen & paper,,20,17
0,1,0,0,0,0,0,0,0,0,613,855,Ben Jones,1646,Person,2,,Pen & paper,,6,71
0,1,0,0,0,0,0,0,0,0,614,855,Alberto Cairo,1643,Person,2,,Pen & paper,,86,2
0,1,0,0,0,0,0,0,0,0,615,855,Steve Wexler,1644,Person,2,,Pen & paper,,30,18
1,1,1,0,0,1,1,1,0,0,616,864,Alberto Cairo,1408,Person,9,,Pen & paper,,86,2
0,0,0,0,1,0,1,0,0,0,617,866,Mike Bostock,1162,Person,5,,,Figma,21,36
0,1,0,1,0,0,0,0,0,0,618,867,Alberto Cairo,775,Person,3,,Pen & paper,,86,2
0,1,0,1,0,0,0,0,0,0,619,867,Mona Chalabi,773,Person,3,,Pen & paper,,17,16
0,1,0,1,0,0,0,0,0,0,620,867,Federica Fragapane,774,Person,3,,Pen & paper,,24,22
0,1,0,1,0,0,0,0,0,0,621,867,Giorgia Lupi,772,Person,3,,Pen & paper,,46,20
1,1,1,1,0,1,0,0,0,0,622,868,Hans Rosling,100,Person,9,PowerPoint,Pen & paper,,5,57
1,1,1,1,0,1,0,0,0,0,623,868,Nadieh Bremer,98,Person,9,PowerPoint,Pen & paper,,73,11
0,1,0,0,0,0,0,0,0,0,624,870,Datawrapper,679,Blog,1,,,,11,3
0,1,0,0,0,0,0,0,0,0,625,870,Datavis Society,678,Organisation,1,,,,35,45
0,1,0,0,0,0,0,0,0,0,626,870,Tableau Public,677,Community,1,,,,41,10
1,1,0,0,0,0,0,0,0,0,627,872,Stephanie Evergreen,1038,Person,2,,,,59,4
1,1,1,1,0,0,0,0,0,0,628,873,Stephanie Evergreen,1729,Person,5,PowerPoint,,,59,4
1,1,1,1,0,0,0,0,0,0,629,873,Andy Kirk,1729,Person,5,PowerPoint,,,33,43
1,1,0,0,0,1,0,1,1,1,630,874,Andy Kirk,768,Person,8,PowerPoint,Pen & paper,,33,43
1,1,0,0,0,1,0,1,1,1,631,874,Storytelling With Data (Cole Knaflic),767,Blog,8,PowerPoint,Pen & paper,,78,15
1,1,0,0,0,1,0,1,1,1,632,874,Johnathan Schwabish,771,Person,8,PowerPoint,Pen & paper,,20,17
1,1,0,0,0,0,0,0,0,0,633,875,Bill Shander,539,Person,3,PowerPoint,,,4,58
1,1,0,0,0,0,0,0,0,0,634,875,Hans Rosling,542,Person,3,PowerPoint,,,5,57
1,1,0,0,0,0,0,0,0,0,635,875,Stephen Few,543,Person,3,PowerPoint,,,19,32
1,1,0,0,0,0,0,0,0,0,636,875,Datavis Society,540,Organisation,3,PowerPoint,,,35,45
1,1,0,0,0,0,0,0,0,0,637,875,Ryan Sleeper,544,Person,3,PowerPoint,,,5,70
1,1,0,0,0,0,0,0,0,0,638,875,Steve Wexler,541,Person,3,PowerPoint,,,30,18
0,1,0,0,0,0,0,0,0,0,639,878,Kevin And Ken Flerlage,538,Person,3,PowerPoint,,,22,26
1,1,0,1,0,0,1,0,1,1,640,887,Moritz Stefaner,676,Person,10,PowerPoint,Pen & paper,,21,34
1,1,0,1,0,0,1,0,1,1,641,887,Alberto Cairo,671,Person,10,PowerPoint,Pen & paper,,86,2
1,1,0,1,0,0,1,0,1,1,642,887,Elijah Meeks,673,Person,10,PowerPoint,Pen & paper,,6,68
1,1,0,1,0,0,1,0,1,1,643,887,Datawrapper,670,Blog,10,PowerPoint,Pen & paper,,11,3
1,1,0,1,0,0,1,0,1,1,644,887,Edward Tufte,672,Person,10,PowerPoint,Pen & paper,,49,13
1,1,0,1,0,0,1,0,1,1,645,887,Federica Fragapane,669,Person,10,PowerPoint,Pen & paper,,24,22
1,1,0,1,0,0,1,0,1,1,646,887,Financial Times,672,Magazine,10,PowerPoint,Pen & paper,,56,14
1,1,0,1,0,0,1,0,1,1,647,887,Nadieh Bremer,674,Person,10,PowerPoint,Pen & paper,,73,11
0,0,1,0,0,1,1,0,0,0,648,891,Financial Times,1225,Magazine,3,,,,56,14
0,0,1,0,0,1,1,0,0,0,649,891,Edward Tufte,1225,Person,3,,,,49,13
0,0,1,0,0,1,1,0,0,0,650,891,Hadley Wickham,1224,Person,3,,,,5,76
0,0,0,0,1,0,0,0,0,0,651,896,Edward Tufte,1526,Person,3,,,,49,13
0,0,0,0,1,0,0,0,0,0,652,896,Financial Times,1526,Magazine,3,,,,56,14
0,0,0,0,1,0,0,0,0,0,653,896,Mike Bostock,1525,Person,3,,,,21,36
0,1,1,0,1,1,0,0,0,0,654,898,Lisa Charlotte Muth,2022,Person,6,,Pen & paper,,20,23
1,0,0,1,0,0,0,0,0,0,655,902,Pinterest,1935,Social Network,3,,Pen & paper,,10,67
1,0,0,1,0,0,0,0,0,0,656,902,Fathom,1933,Organisation,3,,Pen & paper,,3,80
1,0,0,0,0,0,0,0,0,0,657,903,Stephanie Evergreen,1037,Person,1,,,,59,4
0,0,0,1,0,0,0,0,1,1,658,905,Giorgia Lupi,929,Person,5,,,Raw graph,46,20
0,0,0,1,0,0,0,0,1,1,659,905,Federica Fragapane,930,Person,5,,,Raw graph,24,22
0,0,0,1,0,0,0,0,1,1,660,905,David Mccandless,931,Person,5,,,Raw graph,11,49
0,0,0,1,1,0,0,0,0,1,661,917,Twitter,537,Social Network,8,,,,38,28
1,1,0,1,0,0,0,0,1,0,662,918,Alberto Cairo,1872,Person,4,,,,86,2
1,1,0,1,0,0,0,0,1,0,663,918,Federica Fragapane,1873,Person,4,,,,24,22
1,1,0,1,0,0,0,0,1,0,664,918,Nadieh Bremer,1874,Person,4,,,,73,11
1,0,0,0,1,0,1,0,0,0,665,921,Nadieh Bremer,1723,Person,3,,,,73,11
1,0,0,0,1,0,1,0,0,0,666,921,Valentina D'Efilippo,1722,Person,3,,,,9,19
1,0,0,0,0,0,1,0,0,0,667,925,Storytelling With Data (Cole Knaflic),1160,Blog,4,PowerPoint,Pen & paper,,78,15
1,0,0,0,0,0,1,0,0,0,668,925,Stephanie Evergreen,1161,Person,4,PowerPoint,Pen & paper,,59,4
0,0,0,0,1,0,0,0,0,0,669,929,Nadieh Bremer,364,Person,4,,Pen & paper,,73,11
0,0,0,0,1,0,0,0,0,0,670,929,Alberto Cairo,367,Person,4,,Pen & paper,,86,2
0,0,0,0,1,0,0,0,0,0,671,929,Moritz Stefaner,366,Person,4,,Pen & paper,,21,34
0,0,0,0,1,0,0,0,0,0,672,929,Edward Tufte,363,Person,4,,Pen & paper,,49,13
0,0,0,0,1,0,0,0,0,0,673,929,Storytelling With Data (Cole Knaflic),368,Blog,4,,Pen & paper,,78,15
0,0,0,0,1,0,0,0,0,0,674,929,Lisa Charlotte Muth,365,Person,4,,Pen & paper,,20,23
0,0,0,0,1,0,0,0,0,0,675,929,Financial Times,363,Magazine,4,,Pen & paper,,56,14
1,0,0,0,0,0,0,0,0,0,676,930,Alberto Cairo,1407,Person,2,,Pen & paper,,86,2
1,0,0,0,0,0,0,0,0,0,677,930,Stephanie Evergreen,1406,Person,2,,Pen & paper,,59,4
1,1,0,0,0,0,0,0,0,0,678,932,Datavis Society,1871,Organisation,2,,,,35,45
1,1,1,0,0,1,0,0,0,1,679,940,Johnathan Schwabish,420,Person,7,PowerPoint,Pen & paper,,20,17
1,1,1,0,0,1,0,0,0,1,680,940,Ann K. Emery,419,Person,7,PowerPoint,Pen & paper,,20,5
1,1,1,0,0,1,0,0,0,1,681,940,Cedric Scherer,417,Person,7,PowerPoint,Pen & paper,,18,30
1,1,1,0,0,1,0,0,0,1,682,940,Alli Torban,421,Person,7,PowerPoint,Pen & paper,,18,62
1,0,0,1,0,0,0,0,0,0,683,944,Accurat,1476,Organisation,4,,Pen & paper,Raw graphs,4,81
1,1,0,0,0,0,1,0,1,0,684,952,Giorgia Lupi,536,Person,4,,,,46,20
1,1,0,0,0,0,1,0,1,0,685,952,Twitter,534,Social Network,4,,,,38,28
1,1,0,0,0,0,1,0,1,0,686,952,Bloomberg,535,Magazine,4,,,,4,41
1,0,1,1,0,1,0,0,0,1,687,961,Datavis Society,1474,Organisation,7,PowerPoint,Pen & paper,,35,45
0,0,1,0,1,1,0,0,0,0,688,962,Valentina D'Efilippo,204,Person,7,,Pen & paper,Svelte,9,19
0,0,1,0,1,1,0,0,0,0,689,962,Moritz Stefaner,202,Person,7,,Pen & paper,Svelte,21,34
1,0,0,1,1,0,1,0,0,0,690,964,Lisa Charlotte Muth,663,Person,9,,Pen & paper,,20,23
1,1,0,0,0,0,1,0,1,1,691,983,Storytelling With Data (Cole Knaflic),1816,Blog,6,PowerPoint,,,78,15
1,1,0,0,0,0,1,0,1,1,692,983,Alberto Cairo,1817,Person,6,PowerPoint,,,86,2
1,1,0,0,0,0,1,0,1,1,693,983,Kevin And Ken Flerlage,1818,Person,6,PowerPoint,,,22,26
1,0,1,0,0,1,0,0,0,0,694,985,Alberto Cairo,1158,Person,6,PowerPoint,,,86,2
1,0,1,0,0,1,0,0,0,0,695,985,Storytelling With Data (Cole Knaflic),1159,Blog,6,PowerPoint,,,78,15
0,0,0,1,0,0,0,0,1,1,696,993,NYT,1303,Magazine,3,,,,38,7
0,0,0,1,0,0,0,0,1,1,697,993,National Geographic,1304,Magazine,3,,,,6,74
1,1,0,1,0,0,0,1,1,1,698,995,R.J Andrews,1523,Person,8,PowerPoint,Pen & paper,,10,69
1,1,0,1,0,0,0,1,1,1,699,995,Alberto Cairo,1519,Person,8,PowerPoint,Pen & paper,,86,2
1,1,0,1,0,0,0,1,1,1,700,995,Storytelling With Data (Cole Knaflic),1520,Blog,8,PowerPoint,Pen & paper,,78,15
1,1,0,1,0,0,0,1,1,1,701,995,Andy Cotgreave,1521,Person,8,PowerPoint,Pen & paper,,13,27
1,1,0,1,0,0,0,1,1,0,702,997,Alberto Cairo,662,Person,8,PowerPoint,,,86,2
1,1,0,0,0,0,0,0,0,0,703,1001,Kevin And Ken Flerlage,430,Person,2,,,,22,26
1,1,1,0,0,1,1,0,0,0,704,1003,Shirley Wu,152,Person,9,,,Amcharts,49,12
1,0,0,1,0,0,0,0,0,0,705,1014,Federica Fragapane,532,Person,5,PowerPoint,,Raw graph,24,22
1,0,0,1,0,0,0,0,0,0,706,1014,Giorgia Lupi,531,Person,5,PowerPoint,,Raw graph,46,20
0,0,0,0,1,0,0,0,0,0,707,1027,Tamara Munzner,105,Person,3,,,,8,33
0,0,0,0,1,0,0,0,0,0,708,1027,D3,106,Blog,3,,,,3,82
1,1,0,0,0,0,0,0,0,0,709,1028,Stephanie Evergreen,1033,Person,3,,,"Lucidchart, Google Sheets",59,4
1,1,0,0,0,0,0,0,0,0,710,1028,Stephen Few,1034,Person,3,,,"Lucidchart, Google Sheets",19,32
1,1,0,0,0,0,0,1,0,0,711,1029,Storytelling With Data (Cole Knaflic),659,Blog,3,,,,78,15
0,0,1,1,1,0,0,0,0,1,712,1036,NYT,1032,Magazine,9,,Pen & paper,Rawgraphs,38,7
0,0,0,0,0,0,0,1,0,0,713,1038,Datavis Society,924,Organisation,1,,,,35,45
0,0,0,0,0,0,0,1,0,0,714,1038,Storytelling With Data (Cole Knaflic),925,Blog,1,,,,78,15
0,0,0,0,0,0,0,1,0,0,715,1038,Bill Shander,927,Person,1,,,,4,58
1,0,1,1,1,1,1,0,0,0,716,1045,Financial Times,1640,Magazine,10,,,,56,14
1,0,1,1,1,1,1,0,0,0,717,1045,NYT,1639,Magazine,10,,,,38,7
1,0,1,1,1,1,1,0,0,0,718,1045,Edward Tufte,1635,Person,10,,,,49,13
1,0,1,1,1,1,1,0,0,0,719,1045,Flowingwithdata (Nathan Yau),1632,Blog,10,,,,39,8
1,0,1,1,1,1,1,0,0,0,720,1045,Hans Rosling,1631,Person,10,,,,5,57
1,0,1,1,1,1,1,0,0,0,722,1045,Stephen Few,1634,Person,10,,,,19,32
1,0,1,1,1,1,1,0,0,0,723,1045,Nightingale,1636,Magazine,10,,,,8,53
1,1,1,1,1,1,0,0,1,1,725,1046,Observable,841,Community,10,PowerPoint,,,11,66
1,1,1,1,1,1,0,0,1,1,726,1046,Datawrapper,843,Blog,10,PowerPoint,,,11,3
1,0,0,0,1,0,0,0,1,0,727,1049,Mona Chalabi,1302,Person,7,,Pen & paper,,17,16
1,1,1,1,1,0,0,1,0,0,728,1052,Financial Times,1345,Magazine,11,PowerPoint,Pen & paper,"Dundus, exploratory",56,14
1,1,1,1,1,0,0,1,0,0,729,1052,Edward Tufte,1345,Person,11,PowerPoint,Pen & paper,"Dundus, exploratory",49,13
1,1,1,1,1,0,0,1,0,0,730,1052,Flowingwithdata (Nathan Yau),1344,Blog,11,PowerPoint,Pen & paper,"Dundus, exploratory",39,8
1,1,1,0,0,1,0,0,0,0,731,1053,Edward Tufte,1628,Person,6,PowerPoint,Pen & paper,,49,13
1,1,1,0,0,1,0,0,0,0,732,1053,Stephen Few,1629,Person,6,PowerPoint,Pen & paper,,19,32
1,1,1,0,0,1,0,0,0,0,733,1053,Financial Times,1628,Magazine,6,PowerPoint,Pen & paper,,56,14
1,1,1,0,0,1,0,0,0,0,734,1053,Alberto Cairo,1630,Person,6,PowerPoint,Pen & paper,,86,2
1,1,1,0,0,0,0,1,0,0,735,1056,Moritz Stefaner,1372,Person,6,PowerPoint,Pen & paper,,21,34
1,1,1,0,0,0,0,1,0,0,736,1056,Stephanie Evergreen,1370,Person,6,PowerPoint,Pen & paper,,59,4
1,1,1,0,0,0,0,1,0,0,737,1056,Storytelling With Data (Cole Knaflic),1371,Blog,6,PowerPoint,Pen & paper,,78,15
1,0,0,0,0,0,0,1,0,0,738,1060,Storytelling With Data (Cole Knaflic),1155,Blog,4,PowerPoint,Pen & paper,,78,15
1,0,0,0,0,0,0,1,0,0,739,1060,Giorgia Lupi,1157,Person,4,PowerPoint,Pen & paper,,46,20
1,1,0,0,0,0,0,1,0,0,740,1063,Linkedin,1518,Social Network,5,PowerPoint,Pen & paper,,9,35
1,1,0,0,0,0,0,1,0,0,741,1063,Tableau Public,1518,Community,5,PowerPoint,Pen & paper,,41,10
0,0,1,1,0,1,0,0,0,0,742,1066,#Tidytuesday,462,Community,5,PowerPoint,Pen & paper,,9,51
0,0,1,1,0,1,0,0,0,0,743,1066,Datawrapper,464,Blog,5,PowerPoint,Pen & paper,,11,3
0,0,0,0,1,0,1,0,0,0,744,1070,Nature,1223,Magazine,4,,Pen & paper,,10,38
0,1,0,0,0,0,0,1,0,0,745,1076,Storytelling With Data (Cole Knaflic),1815,Blog,3,,Pen & paper,,78,15
0,1,0,0,0,0,0,1,0,0,746,1076,Steve Wexler,1811,Person,3,,Pen & paper,,30,18
0,1,0,0,0,0,0,1,0,0,747,1076,Stefanie Posavec,1814,Person,3,,Pen & paper,,13,37
0,1,0,0,0,0,0,1,0,0,748,1076,Andy Kriebel,1810,Person,3,,Pen & paper,,12,25
0,1,0,0,0,0,0,1,0,0,749,1076,Tableau Public,1812,Community,3,,Pen & paper,,41,10
0,1,0,0,0,0,0,1,0,0,750,1076,Shirley Wu,1809,Person,3,,Pen & paper,,49,12
0,1,0,0,0,0,0,1,0,0,751,1076,Giorgia Lupi,1813,Person,3,,Pen & paper,,46,20
0,1,0,0,0,0,0,1,0,0,752,1076,Nadieh Bremer,1808,Person,3,,Pen & paper,,73,11
1,1,0,0,0,0,0,0,0,0,753,1079,Alberto Cairo,1471,Person,2,,,,86,2
1,1,0,0,0,0,0,0,0,0,754,1079,Steve Wexler,1472,Person,2,,,,30,18
1,0,0,1,0,0,0,0,1,0,755,1080,Storytelling With Data (Cole Knaflic),528,Blog,5,PowerPoint,,,78,15
1,0,0,1,0,0,0,0,1,0,756,1080,Linkedin,529,Social Network,5,PowerPoint,,,9,35
1,0,1,1,1,1,0,0,0,0,757,1082,Washington Post,200,Magazine,6,,,,11,9
1,0,1,1,1,1,0,0,0,0,758,1082,Guardian,201,Magazine,6,,,,2,83
1,0,1,1,1,1,0,0,0,0,759,1082,Shirley Wu,196,Person,6,,,,49,12
1,0,1,1,1,1,0,0,0,0,760,1082,NYT,199,Magazine,6,,,,38,7
